3398	1755	0
912	1433	0
715	1305	1
3008	538	0
1141	446	0
2584	68	0
759	3357	1
1998	2623	1
3263	1428	1
2523	2979	0
2142	1431	1
2539	2539	1
511	3090	0
2771	618	0
2393	759	1
553	2038	0
1856	3619	0
12	298	1
1928	3392	0
2168	3090	0
3202	805	0
508	3271	1
1096	1119	1
1856	2612	0
2504	805	0
550	3433	0
329	2993	0
882	3582	0
453	2389	0
380	1183	1
3202	3472	0
932	606	1
1928	3433	0
1928	17	0
361	433	1
1873	1813	1
842	3404	1
508	1378	1
407	1056	1
1685	618	0
1141	68	0
399	3487	1
1161	1161	1
3234	1667	0
3410	2378	0
2699	1582	1
2654	586	0
681	1158	0
1160	2698	0
2005	2692	1
1062	529	1
2666	2756	0
1264	2114	1
462	763	1
2181	3582	0
1160	805	0
2545	3392	0
587	2744	1
3608	3608	1
2017	1873	1
835	835	1
511	1541	0
1459	1828	0
805	446	0
3593	135	1
151	2335	1
1049	3472	0
3261	583	1
1971	1914	1
2358	2413	0
2249	3129	0
1456	2232	1
501	501	1
805	1828	0
1311	1767	0
15	1828	0
2303	2718	0
334	1158	1
1919	113	1
2842	446	0
870	870	1
1090	632	1
2654	3392	0
1304	1304	1
1306	2015	1
2548	2548	1
3647	920	1
215	3440	1
393	393	1
1042	990	0
3575	1439	1
3346	401	1
1042	936	0
1512	3538	1
3509	2718	0
562	394	0
834	453	0
329	2892	0
2613	3075	0
1431	3012	1
3001	805	0
906	1807	0
533	533	1
457	2250	0
1570	1570	1
3145	3135	1
1614	1437	0
3053	532	1
1311	484	0
1437	2956	0
2381	3129	0
511	3433	0
2759	1977	0
1636	2718	0
3437	3437	1
1939	2928	0
2523	618	0
73	73	1
2074	3053	1
990	2595	0
1958	1958	1
570	570	1
105	93	0
1000	1633	1
646	646	1
1741	1741	1
1888	1172	1
12	2623	1
3410	947	0
1892	1892	1
2251	853	1
1362	1063	1
745	745	1
2842	805	0
2428	2205	1
2456	8	1
1578	2928	0
2604	1459	1
871	871	1
2970	2377	1
3614	618	0
1042	587	0
936	2979	0
1928	2613	0
873	1886	1
3364	2078	0
920	397	1
1785	1785	1
3090	1373	0
2133	856	1
2967	475	1
990	2956	0
2371	2356	1
67	67	1
1425	10	1
654	3604	0
1123	2892	0
1541	1294	0
1224	791	1
394	1828	0
757	2890	1
2682	454	1
475	1433	0
3304	1292	1
1141	1667	0
2523	2048	0
2466	2466	1
3520	550	0
2744	3472	0
2523	989	0
1789	1789	1
2330	588	1
1895	2682	1
1939	810	0
186	2759	0
2296	2296	1
2842	855	0
2771	2038	0
3601	2050	1
877	3522	1
1618	2018	1
1123	654	0
3254	1021	1
2149	1941	1
3495	3644	1
654	3064	0
394	2048	0
73	3325	1
1685	3410	0
251	251	1
3001	3567	0
3473	3247	1
2892	3129	0
1542	3472	0
1738	2707	1
2892	1634	0
2651	3582	0
2381	2048	0
3626	211	1
606	3495	1
12	2618	1
3190	1652	0
1657	819	1
1614	3081	0
2909	936	0
3490	969	1
1148	3331	1
1221	2048	0
2364	819	0
3039	632	1
446	453	0
1856	2993	0
3370	2413	0
68	750	1
2504	2181	0
3008	3190	0
3005	565	1
2571	2128	1
1311	53	0
855	1294	0
1856	1667	0
751	751	1
654	17	0
1774	11	1
2958	3116	1
316	2352	1
3521	2358	0
15	453	0
3144	2210	0
2003	2040	1
3090	538	0
2063	2967	0
63	1459	0
1297	1400	1
186	1667	0
1987	1366	1
959	1432	1
2842	2979	0
1500	3423	1
893	380	1
2909	1939	0
1243	1243	1
582	461	1
1928	2956	0
2613	1657	0
51	1045	1
2549	2549	1
831	2038	0
2400	1432	1
63	3190	0
3599	2050	1
1311	1042	0
1965	1157	0
1664	2534	1
3567	2612	0
1541	1157	0
1965	296	0
2168	2969	0
3364	2295	0
2934	1956	1
1412	1704	1
2108	2682	1
3144	53	0
2782	3410	0
912	3190	0
1461	2514	1
2847	756	1
2682	846	1
3364	1437	0
2503	2153	1
2003	2794	1
780	3037	1
1437	921	0
1157	3619	0
1221	2756	0
1956	2816	1
2959	2868	1
2836	1261	1
2847	2688	1
3047	40	1
2215	2934	1
2873	2873	1
1049	2250	0
1719	1355	1
918	3437	0
2443	1987	1
1071	1422	1
682	2208	1
1659	1659	1
2504	28	0
3614	805	0
2174	3647	1
1158	3437	0
805	855	0
3421	1523	1
3365	3365	1
3644	1489	1
380	1909	1
2771	2651	0
1049	3190	0
2759	1294	0
244	1400	1
2063	2928	0
169	169	1
564	564	1
2287	1716	1
3001	921	0
1291	850	1
2759	2399	0
392	1332	1
102	936	0
269	3466	1
2855	2612	0
3509	68	0
550	2295	0
2842	2759	0
148	1940	1
1883	1186	0
1270	3353	1
484	1941	0
1011	1652	0
2745	401	1
2822	3431	1
3561	3561	1
453	3472	0
2523	2928	0
2756	1157	0
3314	3314	1
446	3472	0
2855	3129	0
1928	618	0
1011	654	0
394	296	0
1914	1914	1
1685	819	0
906	3567	0
1768	3282	1
2740	2910	1
3090	3619	0
3128	2682	1
2547	810	0
230	416	1
1939	3437	0
1790	3277	1
502	1645	1
912	2979	0
1825	414	1
2547	177	0
3008	3472	0
285	2979	0
936	1049	0
457	68	0
2181	3064	0
3567	53	0
1252	202	1
643	2276	1
484	2759	0
2251	385	1
3234	3604	0
3520	2718	0
186	1373	0
617	2174	1
3647	1471	1
1657	2310	0
2682	2073	1
3509	2523	0
553	1994	0
3008	1634	0
2418	1069	1
1359	3443	1
430	3647	1
1311	453	0
1542	550	0
3398	2595	0
1636	1049	0
285	2678	0
3298	3271	1
1753	746	1
3434	3195	1
2922	2922	1
805	2413	0
1365	3322	1
3024	2799	1
553	654	0
833	1536	1
936	2249	0
2027	1900	1
2415	1498	1
2677	1207	1
102	93	0
2799	2040	1
2352	1264	1
1746	1746	1
3521	475	0
2654	17	0
555	2800	1
3431	274	1
1641	2416	1
1812	1812	1
735	735	1
1965	550	0
2125	750	1
285	1634	0
2842	553	0
912	3081	0
684	597	1
3194	3194	1
681	177	0
2800	2800	1
159	1065	1
658	212	1
211	1908	1
2249	2210	0
2001	3299	1
606	3260	1
1488	1488	1
834	819	0
903	3592	1
3279	695	1
2780	3605	1
1214	3028	1
3647	397	1
1476	1453	1
1747	869	1
186	936	0
3616	1109	1
3298	2485	1
2692	12	1
2373	2190	1
2744	3090	0
2654	1994	0
2654	3090	0
2485	3544	1
1993	3418	1
1452	1168	1
2992	3579	1
606	97	1
3592	1641	1
1685	394	0
3626	2437	1
1158	329	0
421	2103	1
2892	1896	0
3288	3288	1
2474	1152	1
654	1042	0
285	810	0
763	3273	1
3566	2709	1
1419	168	1
2756	997	0
912	3619	0
2178	97	1
3579	731	1
2613	3410	0
2059	3322	1
1351	3106	1
834	936	0
1883	1042	0
2787	347	1
1305	2452	1
550	586	0
403	2353	1
654	947	0
3226	1322	1
684	853	1
1767	553	0
2523	2358	0
676	2251	1
1042	3392	0
654	232	0
2521	1431	1
1318	2682	1
1974	2409	1
2842	2698	0
2272	2272	1
285	1042	0
990	819	0
2613	936	0
1578	3081	0
764	769	1
511	3190	0
174	3293	1
2613	1175	1
97	1704	1
1973	3132	1
2117	2117	1
814	814	1
3090	2698	0
553	105	0
3135	1727	1
1357	1357	1
1718	1718	1
1941	1939	0
2654	1685	0
3309	460	1
1696	744	1
3567	1883	0
2741	1866	1
63	1373	0
3410	1201	0
3090	93	0
1481	944	1
1141	550	0
1997	2390	1
681	3081	0
3361	365	1
534	947	0
1157	2928	0
394	538	0
488	488	1
760	1426	1
2790	2051	1
3063	1417	1
2697	2697	1
1636	1158	0
1042	947	0
1883	2310	0
3581	3581	1
2868	2532	1
550	1828	0
906	3090	0
534	1652	0
1022	380	1
1250	1250	1
2181	3619	0
2181	2378	0
408	2299	1
1160	2678	0
562	2364	0
1459	1541	0
2334	1870	1
3521	2210	0
2069	3404	1
2249	1157	0
3614	586	0
887	887	1
3632	3632	1
1614	3604	0
193	2792	1
1459	947	0
2889	2889	1
3311	3311	1
1685	63	0
2593	3053	1
2744	2892	0
1049	2759	0
1651	1988	1
3090	1554	0
1252	1695	1
876	2363	1
1636	1501	0
3370	1939	0
1941	1433	0
1657	2250	0
1160	618	0
2654	1928	0
1860	3140	1
2526	1670	1
2759	2892	0
2303	1883	0
3202	1459	0
380	3252	1
1928	3144	0
1014	3116	1
1192	2682	1
28	1541	0
2759	1042	0
2892	1294	0
12	2208	1
588	1808	1
2666	2048	0
2771	370	0
1501	1667	0
3361	2494	1
3230	1485	1
380	1257	1
140	981	1
113	2262	1
797	2153	1
1880	2804	1
3090	550	0
3141	2371	1
2381	1186	0
2842	68	0
3456	177	0
324	3420	1
882	2250	0
1755	1941	0
805	586	0
97	1641	1
1622	1622	1
3564	2208	1
457	2892	0
1459	1433	0
1237	1682	1
608	2895	1
3202	1807	0
1928	3090	0
2969	2210	0
3090	102	0
962	1436	1
1371	508	1
1124	1921	1
3027	622	1
1160	484	0
980	980	1
116	116	1
1692	1711	1
475	2389	0
2842	2063	0
2553	2553	1
63	102	0
2249	1437	0
681	2595	0
3106	2363	1
2547	3604	0
2115	2019	1
3447	1136	1
464	1939	0
3236	1653	1
2111	534	1
38	1368	1
855	3075	0
3501	3145	1
1685	936	0
23	336	1
64	64	1
1142	1108	1
2565	2565	1
186	918	0
3086	261	1
3370	2166	0
3638	1278	1
3521	2993	0
981	1870	1
855	921	0
553	1977	0
2782	1634	0
394	1896	0
3281	2582	1
2279	3423	1
1636	2078	0
2058	2116	1
3066	2103	1
3614	68	0
2361	1655	1
2153	63	1
1466	1466	1
186	186	1
534	3567	0
55	55	1
1569	76	1
315	380	1
2944	1436	1
1496	1496	1
2651	1828	0
105	936	0
831	2048	0
2860	2458	1
3024	397	1
1685	2249	0
12	415	1
2756	1042	0
2150	2688	1
3150	2334	1
3509	2048	0
1603	325	1
221	570	1
1476	1616	1
457	3582	0
3254	110	1
3585	1322	1
3418	380	1
1992	1992	1
1459	654	0
1325	2885	1
632	632	1
2034	2534	1
1883	2504	0
3310	1983	1
1541	2756	0
1715	1977	0
681	3190	0
464	1433	0
1870	274	1
1554	2595	0
2181	2166	0
3122	1384	1
477	1953	1
2855	936	0
3234	2038	0
339	1291	1
2908	2908	1
953	3252	1
3121	1919	1
1141	2718	0
936	93	0
703	116	1
430	2174	1
3521	1977	0
1867	2178	1
3457	2116	1
2350	1514	1
1412	3053	1
688	2599	1
285	2993	0
2186	1226	1
2292	1744	1
1883	3520	0
538	2078	0
2525	2525	1
3398	2389	0
2654	1123	0
553	997	0
882	3190	0
432	3039	1
3375	2946	1
2755	221	1
581	1511	1
2181	618	0
2850	3357	1
3234	2210	0
12	2572	1
2523	2678	0
2889	514	1
2759	457	0
12	2861	1
1850	1850	1
1767	2413	0
1755	453	0
430	45	1
1685	2457	0
1883	3410	0
1942	401	1
2114	2503	1
534	534	1
2969	2956	0
2682	1472	1
12	2608	1
3053	1184	1
2651	3433	0
1914	3252	1
1983	570	1
2358	1437	0
3155	534	1
2598	2078	0
1105	2682	1
